лад,"harmony, tune / manner","pr sg в ладу́, nom pl лады́ / петь в лад to sing in tune / на свой лад in one’s own way",,
лечи́ть/вы- (+a),"to treat, cure","i лечу, лечишь",,
миллиме́тр,millimetre,,,
младе́нец,baby,,,
намёк,"hint, allusion",,,
напева́ть/напе́ть,"to sing / sing quietly, hum",,,
наскво́зь,through,Она промокла насквозь She got wet through,,
небре́жно,carelessly,,,
неизбе́жность (f),inevitability,,,
нелёгкий,difficult / heavy,,,
неле́пый,absurd,,,
необыча́йный,exceptional,,,
неожи́данность (f),surprise,,,
неплохо́й,not bad,,,
нетерпели́во,impatiently,,,
нефтяно́й,oil (adj),нефтяная промышленность oil industry,,
обижа́ть/оби́деть (+a),"to offend, hurt","p обижу, обидишь",,
обнару́живаться/обнару́житься,to be revealed,,,
обры́в,precipice,,,
одино́чество,"loneliness, solitude",,,
одобря́ть/одо́брить (+a),to approve,i одобряю,,
опа́сно,dangerously,,,
о́пера,opera,,,
опроки́дывать/опроки́нуть (+a),"to knock over, overturn",,,
ороше́ние,irrigation,,,
отбра́сывать/отбро́сить (+a),to throw off / discard,"p отброшу, отбросишь",,
отко́с,slope,,,
охо́тничий,hunting (adj),"f охотничья, n охотничье",,
пала́та,chamber / ward,,,
пала́ч,executioner,g sg палача́,,
па́лочка,"small stick, baton",g pl палочек,,
пари́жский,Parisian,,,
пейза́ж,landscape,,,
перегру́зка,overload,g pl перегрузок,,
переплёт,binding,,,
подверга́ть/подве́ргнуть (+a +d),to subject (s.o. to sth),"p past подверг, подвергла",,
подря́д,in succession / contract,три дня подряд three days running,,
пожела́ние,wish,наилучшие пожелания best wishes,,
поко́йник,"dead person, the deceased",,,
по-ра́зному,in different ways,,,
по-сво́ему,in one’s own way,,,
потреби́тель (m),consumer,,,
почи́н,initiative,,,
приближа́ться/прибли́зиться (к +d),to approach / draw near,p приближусь. приблизишься,,
признава́ться/призна́ться (в +pr),to confess,"i признаюсь, признаёшься / p признаюсь, признаешься",,
принципиа́льный,"of principle, fundamental",принципиальный вопрос question of principle,,
про́вод,wire,nom pl провода,,
проже́ктор,searchlight / floodlight,nom pl прожектора,,
простота́,simplicity,,,
про́чно,solidly,,,
проше́дший,past (adj),,,
пузы́рь (m),bubble,g sg пузыря,,
разгро́м,crushing defeat / devastation,,,
разоблача́ть/разоблачи́ть (+a),"to expose, unmask",,,
ра́зом,"at once, at one go / in a flash (coll)",,,
разрыва́ть/разорва́ть (+a),to tear up,"p разорву, разорвёшь, f past разорвала",,
распространя́ть/распространи́ть (+a),to spread,i распространяю,,
рассе́янный,absent-minded,,,
реме́нь (m),belt,рем(е)нь / g sg ремня,,
ро́бко,timidly,,,
свист,whistling,,,
сво́йственный (+d),characteristic (of),,,
сде́рживать/сдержа́ть (+a),"to hold back, restrain, keep (promise)","p сдержу, сдержишь",,
сев,sowing,,,
сканда́л,scandal,,,
сломи́ть (р) (+a),to break,"p сломлю, сломишь",,
случа́йность (f),"chance, chance occurrence",,,
соба́чий,dog’s,"f собачья, n собачье / собачья жизнь a dog’s life",,
сове́тник,adviser,,,
согла́сно (+d),according to,,,
сокраща́ть/сократи́ть (+a),to shorten / reduce,"p сокращу, сократишь",,
соли́дный,"solid, sound / reliable",,,
споко́йствие,calmness,,,
сраже́ние,battle,,,
стадио́н,stadium,на стадионе at/in a stadium,,
стан,figure (human) / camp,,,
сто́йкость (f),"firmness, steadfastness",,,
стреми́тельный,rapid / dynamic,,,
таи́ть (i) (+a),to conceal,,,
таска́ть/по- (+a),to drag,,,
тата́рин,Tatar,"nom pl татары, g pl татар",,
у́жинать/по-,to have supper,,,
употребля́ть/употреби́ть (+a),to use,i употребляю,,
усиле́ние,strengthening,,,
устраня́ть/устрани́ть (+a),to remove,,,
фу,(expressing disgust) ugh!,,,
чудо́вищный,monstrous,,,
чу́ждый,(+d) alien (to) / (+g) devoid (of),"short forms чужд, чужда, чужды",,
шоссе́ (n) (indecl),highway,,,
шу́мный,noisy,,,
э́ра,era,,,
эффекти́вный,effective,,,
я́сность (f),clarity,,,
адвока́т,lawyer,,,
активи́ст,(political) activist,,,
архите́ктор,architect,,,
бал,ball (dance),"pr sg на балу́, nom pl балы́",,
беднота́,the poor,,,
блокно́т,notepad,,,
вали́ться/по-/с-,to fall,"i валюсь, валишься / по-/с- р",,
ввиду́ (+g),in view of,,,
ве́ко,eyelid,"nom pl веки, g pl век",,
весно́й,in spring,,,
ве́шалка,coat hanger,g pl вешалок,,
вздра́гивать/вздро́гнуть,"to start, flinch, shudder",,,
внук,grandson,,,
вопреки́ (+d),in spite of,,,
вор,thief,"nom pl во́ры, g pl воро́в",,
во́рот,collar / winch,,,
вот-во́т,"just about to, on the point of",Она вот-вот придёт She’ll be here any moment,,
быть впра́ве (+inf),to have a right to,,,
вспомина́ться (i),to be remembered,Вспоминается ... I remember...,,
встре́чный,oncoming,встречный ветер head wind,,
выра́щивать/вы́растить (+a),"to grow (sth), rear, cultivate","p выращу, вырастишь",,
глу́хо,indistinctly,,,
госпо́дствовать (i) (над +inst),to dominate,господствую,,
гре́бень (m),"comb, crest",,,
даль (f),distance,pr sg в дали,,
дво́рник,"caretaker, janitor / (coll) windscreen wiper",,,
дереве́нский,"village, country (adj)",,,
дли́ться (i),to last,,,
жа́лость (f),pity,,,
жёсткий,harsh,,,
заблужде́ние,delusion,,,
зага́дочный,mysterious,,,
за́говор,plot,,,
загора́ться/загоре́ться,to catch fire,p загорится,,
заду́мчивый,thoughtful,,,
залеза́ть/зале́зть (в/на +a),"to climb, get (into / onto)","p залезу, залезешь, past залез, залезла",,
заодно́,together / (coll) at the same time,,,
заполня́ть/запо́лнить (+a),"to fill in, fill up",i заполняю / заполнять бланк to fill in а form,,
за́работок,earnings,,,
заслу́женный,deserved / distinguished,,,
зимо́й,in winter,,,
зло́ба,"spite, malice",,,
извлека́ть/извле́чь (+a),to extract,"p извлеку, извлечёшь, извлекут, past извлёк, извлекла",,
изли́шний,superfluous,,,
изоби́лие,abundance,,,
ико́на,icon,,,
индивидуа́льный,individual,,,
индустриа́льный,industrial,,,
исключа́ть/исключи́ть (+a),to exclude,,,
кани́кулы (f) (pl),"holidays, vacation",g pl каникул,,
ка́пелька,droplet,g pl капелек,,
кида́ться/ки́нуться,"to throw os, rush",,,
кое-где́,here and there,,,
коли́чественный,quantitative,,,
коменда́нт,"warden (of hostel) / commandant, governor",,,
конфли́кт,conflict,,,
конта́кт,contact,,,
ко́рка,crust / rind,g pl корок,,
корреспонде́нция,correspondence,,,
ле́том,in summer,,,
максима́льный,maximal,,,
машинострое́ние,mechanical engineering,,,
ме́стность (f),"locality, district",,,
мунди́р,uniform,,,
набира́ть/набра́ть (+a),"to gather, assemble","p наберу, наберёшь, f past набрала",,
нака́пливать/накопи́ть (+a),to accumulate,"p накоплю, накопишь",,
